season,Team,AP_Pre 1,AP_Week 2,AP_Week 3,AP_Week 4,AP_Week 5,AP_Week 6,AP_Week 7,AP_Week 8,AP_Week 9,AP_Week 10,AP_Week 11,AP_Week 12,AP_Week 13,AP_Week 14,AP_Week 15,AP_Week 16,AP_Week 17,AP_Week 18,AP_Final
2004,Vanderbilt,0,0,0,0,0,25,22,20,23,22,0,0,0,0,0,0,0,0,0
2004,Texas Tech,0,0,0,0,0,0,0,0,22,18,13,19,18,22,25,0,0,0,0
2004,Southern Illinois,0,0,0,0,0,0,0,0,0,0,0,0,23,20,16,15,24,0,0
2004,Purdue,0,0,20,16,17,22,21,24,0,23,21,0,0,0,0,0,0,0,0
2004,LSU,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
2004,Iowa,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Dayton,0,0,0,25,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Creighton,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
2004,Air Force,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
2004,Mississippi State,0,0,0,0,0,0,24,22,20,19,11,7,6,4,7,5,4,8,0
2004,Georgia Tech,0,0,13,10,5,4,3,8,12,11,14,15,15,18,18,19,14,14,0
2004,Maryland,0,0,0,0,25,24,0,0,0,0,0,0,0,0,0,0,0,19,0
2004,Providence,0,0,0,0,0,0,0,25,0,0,23,23,24,19,13,12,20,21,0
2004,South Carolina,0,0,0,0,0,0,0,0,0,25,24,25,25,25,0,0,0,23,0
2004,Memphis,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,20,23,24,0
2004,Utah State,0,0,0,0,0,0,0,0,0,0,0,24,19,0,24,23,22,25,0
2004,Boston College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
2004,Connecticut,1,1,3,2,1,1,1,1,1,4,6,5,5,8,8,7,9,7,0
2004,Duke,2,2,6,4,3,3,2,2,2,1,1,1,1,3,5,3,5,6,0
2004,Michigan State,3,3,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Arizona,4,4,7,9,7,5,4,3,7,14,9,12,16,14,17,22,21,22,0
2004,Missouri,5,5,4,3,10,11,23,0,0,0,0,0,0,0,0,0,0,0,0
2004,Kansas,6,6,1,5,6,12,13,13,14,12,15,20,12,21,20,21,18,16,0
2004,Syracuse,7,7,16,19,19,17,17,17,17,13,20,18,0,0,0,24,19,20,0
2004,Florida,8,8,2,1,15,13,14,14,15,17,22,21,22,0,0,0,0,0,0
2004,North Carolina,9,9,10,7,4,9,9,12,9,7,12,17,14,16,12,14,16,18,0
2004,Gonzaga,10,16,17,17,13,15,16,16,16,15,10,8,7,6,4,4,3,3,0
2004,Kentucky,11,10,9,8,2,2,8,7,5,9,5,9,8,9,9,9,8,2,0
2004,Texas,12,11,8,6,11,18,19,18,18,16,16,11,11,11,10,10,11,12,0
2004,Illinois,13,12,11,14,21,21,20,19,25,0,0,0,0,0,23,18,12,13,0
2004,Oklahoma,14,14,14,11,8,7,7,6,11,20,25,22,0,0,0,0,0,0,0
2004,Wisconsin,15,15,15,23,22,19,18,21,19,21,17,14,17,12,22,17,10,10,0
2004,Louisville,16,17,0,0,20,20,11,10,8,5,4,6,9,10,21,25,0,0,0
2004,Saint Joseph's,17,13,12,12,11,10,10,9,6,3,3,3,3,2,2,2,1,5,0
2004,Cincinnati,18,19,19,18,16,14,12,11,10,6,8,10,13,17,15,13,13,11,0
2004,Stanford,19,20,21,13,9,6,5,4,3,2,2,2,2,1,1,1,2,1,0
2004,Wake Forest,20,18,18,15,14,8,6,5,4,10,19,16,20,15,11,11,15,17,0
2004,Notre Dame,21,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Pittsburgh,22,22,22,20,18,16,15,15,13,8,7,4,4,5,3,6,6,9,0
2004,Marquette,23,23,24,22,23,0,25,23,21,0,0,0,0,0,0,0,0,0,0
2004,NC State,24,25,0,0,0,0,0,0,0,0,0,0,21,13,14,16,17,15,0
2004,Oklahoma State,25,24,25,0,0,0,0,0,0,24,18,13,10,7,6,8,7,4,0
2003,Virginia,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Utah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,0,0,0
2003,North Carolina,0,0,0,12,22,23,22,0,0,0,0,0,0,0,0,0,0,0,0
2003,Texas Tech,0,0,0,0,0,0,0,25,23,0,0,0,0,0,0,0,0,0,0
2003,Purdue,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,0,0,0
2003,LSU,0,0,0,0,0,0,24,21,0,23,0,0,0,0,0,0,0,0,0
2003,Charleston,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Auburn,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
2003,Oklahoma State,0,0,0,0,0,0,0,0,0,24,13,9,11,13,16,16,20,23,0
2003,California,0,0,0,0,0,0,0,0,0,0,25,20,0,22,18,23,22,24,0
2003,Saint Joseph's,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0
2003,Alabama,8,4,4,3,2,2,1,1,4,9,15,23,22,0,0,0,0,0,0
2003,Michigan State,9,9,9,21,21,15,15,14,25,0,0,0,0,0,0,0,0,0,0
2003,Oregon,11,10,10,7,5,5,11,9,12,22,23,22,0,0,0,0,0,0,0
2003,UCLA,14,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Western Kentucky,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Indiana,21,22,19,10,7,6,10,17,15,18,14,19,0,0,0,0,0,0,0
2003,Gonzaga,22,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Cincinnati,23,23,21,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Minnesota,24,24,24,20,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Tulsa,25,25,22,19,17,22,20,0,0,0,0,0,0,0,0,0,0,0,0
2003,Kentucky,17,17,15,18,12,18,14,20,18,16,8,7,6,3,2,2,2,2,1
2003,Arizona,1,1,1,1,1,1,4,4,2,2,1,1,2,1,1,1,1,1,2
2003,Oklahoma,3,7,8,6,6,7,5,10,9,5,7,6,7,5,5,3,5,6,3
2003,Pittsburgh,5,5,5,5,4,4,2,2,6,3,2,2,4,7,9,8,7,5,4
2003,Texas,4,3,3,2,8,10,9,7,8,4,4,3,3,6,3,5,4,3,5
2003,Kansas,2,2,2,14,20,19,19,18,14,12,6,12,12,9,6,7,6,4,6
2003,Duke,6,6,6,4,3,3,3,3,1,1,3,5,9,8,8,6,10,12,7
2003,Wake Forest,0,0,0,0,0,0,25,23,17,19,17,17,14,15,10,12,9,9,8
2003,Marquette,18,16,13,13,16,14,13,13,24,21,20,18,15,11,11,10,8,8,9
2003,Florida,7,8,7,8,14,13,12,12,11,6,5,4,1,4,7,4,3,7,10
2003,Illinois,0,0,0,25,15,12,7,11,10,8,18,13,16,14,20,18,14,13,11
2003,Xavier,10,11,16,16,13,21,21,19,21,0,0,0,20,18,14,13,11,10,12
2003,Syracuse,0,0,0,0,0,0,0,0,0,25,0,24,19,17,15,15,12,11,13
2003,Louisville,0,0,0,0,0,0,0,24,19,15,9,8,5,2,4,11,15,20,14
2003,Creighton,0,0,0,0,0,20,18,15,16,13,10,16,13,12,17,17,19,19,15
2003,Dayton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,21,22,16
2003,Maryland,13,12,11,9,18,24,23,22,21,17,12,10,8,16,13,14,13,14,17
2003,Stanford,0,0,0,17,19,17,0,0,0,0,0,0,25,24,21,19,17,15,18
2003,Memphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,16,19
2003,Mississippi State,12,12,23,24,24,16,16,8,7,14,22,21,23,19,19,20,23,0,20
2003,Wisconsin,0,0,25,23,0,0,0,0,0,0,0,0,0,0,0,0,24,18,21
2003,Notre Dame,0,0,0,0,10,9,8,6,5,10,16,11,10,10,12,9,16,17,22
2003,Connecticut,15,14,12,11,9,8,6,5,3,6,11,14,18,23,0,0,0,0,23
2003,Missouri,19,20,18,15,11,11,17,16,13,11,21,25,21,21,0,0,0,0,24
2003,Georgia,16,18,17,0,0,0,0,0,20,20,19,15,17,20,22,21,25,21,25
